"","dwc.scientificName","decimalLongitude","decimalLatitude","idigbio.isoCountryCode","dwc.individualCount","coreid","dwc.taxonRank","dwc.coordinateUncertaintyInMeters","year","dwc.basisOfRecord","dwc.institutionCode","species"
"393","leptodactylus leptodactyloides",-52.67,-3.9,NA,1,"15a253c0-fef4-4bc1-807c-dc499c653f24","species",NA,1986,"preservedspecimen","usnm","Leptodactylus_leptodactyloides"
"394","leptodactylus mystacinus",-47.7,-21.6,NA,1,"237fa2b7-b2c2-4e94-b5e9-3a02d78e21a1","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"395","leptodactylus leptodactyloides",-52.38,-3.65,NA,1,"4bba957c-3b5c-47ee-95ed-7266b9778ae9","species",NA,1986,"preservedspecimen","usnm","Leptodactylus_leptodactyloides"
"396","paratelmatobius gaigeae",-46.3167,-23.7833,NA,1,"9b91d649-ce7c-4814-9bd8-7007418b6593","species",8865,1988,"preservedspecimen","usnm","Paratelmatobius_gaigeae"
"397","leptodactylus knudseni",-62.8833,-8.05,NA,1,"07337bc2-d5fa-46cc-aed5-3d6e14d20c44","species",14802,1975,"preservedspecimen","usnm","Leptodactylus_knudseni"
"398","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"e61325e4-8bfe-47b8-b3bc-d378db03e48c","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"399","adenomera marmorata",-48.9333,-26.2,NA,1,"d5ed3100-1fe6-4ccc-9dcc-da51eb0bd7cf","species",6115,1978,"preservedspecimen","usnm","Adenomera_marmorata"
"400","leptodactylus podicipinus",-61.7,-6.03,NA,1,"9ce3b23d-fc13-4749-9a14-d7064996afb2","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"401","adenomera marmorata",-48.9333,-26.2,NA,1,"f8b4d52e-dc2b-4f45-a58d-93b4272eb121","species",6115,1978,"preservedspecimen","usnm","Adenomera_marmorata"
"402","leptodactylus knudseni",-56.6708,-1.1886,NA,1,"586dd5a7-5068-4208-84d8-bad2c8f47cd7","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_knudseni"
"403","leptodactylus discodactylus",-66.23,-3.28,NA,1,"2dccd0df-318e-440a-827c-947617d1dd82","species",NA,1992,"preservedspecimen","usnm","Leptodactylus_discodactylus"
"404","leptodactylus troglodytes",-35.2167,-5.78333,NA,1,"ec7ce2d2-c70c-4e8f-b20e-09fa60f8798a","species",4615,1928,"preservedspecimen","usnm","Leptodactylus_troglodytes"
"405","adenomera andreae",-63,-7.4,NA,1,"4b22a66c-bee0-4755-8660-fb80c3a0e156","species",NA,1975,"preservedspecimen","usnm","Adenomera_andreae"
"406","physalaemus fuscomaculatus",-44.93333,-17.35,NA,NA,"c1578bb6-5e1e-4950-8486-818cfbe1648a","species",4115,1942,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"407","leptodactylus gracilis",-51.2,-30.16323,NA,NA,"bb266a5b-948d-411f-8f59-1b6d0d5fb67a","species",NA,1967,"preservedspecimen","ku","Leptodactylus_gracilis"
"408","leptodactylus ocellatus",-43.416667,-13.25,NA,2,"cb453a11-a336-452d-86e6-dce253e4b776","species",5865,1942,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"409","adenomera andreae",-52.05,0.98333,NA,1,"94df943b-b5d5-4301-944c-001bb6da9428","species",25865,1968,"preservedspecimen","lacm","Adenomera_andreae"
"410","leptodactylus ocellatus",-39.03333,-14.81667,NA,NA,"9cf6f5c1-05d2-4d7f-a357-bcfd4c328aeb","species",4615,1944,"preservedspecimen","cas","Leptodactylus_ocellatus"
"411","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"f4127345-71a0-46a6-b557-04a9c3cf92cd","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"412","leptodactylus latrans",-48.45637,-1.45,NA,NA,"db9abc79-93cb-45b7-b631-7dac49018140","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"413","adenomera andreae",-48.4384,-1.45,NA,NA,"dbb2d28c-3101-4750-8cb2-1b7035a240e4","species",NA,1969,"preservedspecimen","ku","Adenomera_andreae"
"414","leptodactylus podicipinus",-56.5167,-20.2,NA,NA,"b1175a39-2ffc-44fa-8b8c-d05fe28d00d8","species",13865,1938,"preservedspecimen","cas","Leptodactylus_podicipinus"
"415","leptodactylus fuscus",-56.4166667,-14.8333333,NA,NA,"b1578bff-a332-425d-b10c-fd3f76866cce","species",NA,1963,"preservedspecimen","ku","Leptodactylus_fuscus"
"416","leptodactylus ocellatus",-46.72399,-23.563303,NA,1,"3923dac5-b5d0-4711-92c2-9cf1b1aad545","species",2224,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"417","leptodactylus fuscus",-56.4166667,-14.8333333,NA,NA,"3b94ce82-dd4c-403f-ad1f-6264a9863ba2","species",NA,1963,"preservedspecimen","ku","Leptodactylus_fuscus"
"418","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"3c2455cb-c7b9-4153-935c-846da9fc484a","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"419","physalaemus fuscomaculatus",-41.05,-21.63333,NA,NA,"3c77d356-cac0-49ac-9f95-2279e439163c","species",12365,1948,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"420","leptodactylus fuscus",-61.21278,1.55,NA,NA,"1f480d51-0959-4e9c-805a-b5615117a7b5","species",5669,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"421","leptodactylus syphax",-55.4,-15.81667,NA,NA,"1fa0a997-0a1b-430f-a34f-1a1c0a1293e4","species",NA,1963,"preservedspecimen","ku","Leptodactylus_syphax"
"422","adenomera marmorata steindachner, 1867",-49.23333,-26.43333,NA,1,"185ca621-2dd5-4d65-9891-a00c459e0c98","species",53865,1933,"preservedspecimen","mcz","Adenomera_marmorata"
"423","leptodactylus fuscus",-56.4166667,-14.8333333,NA,NA,"0bacdea0-bf2d-4e11-b41b-52411f278906","species",NA,1963,"preservedspecimen","ku","Leptodactylus_fuscus"
"424","leptodactylus podicipinus",-50.937,-14.1826,NA,NA,"0cfec895-b6a1-460e-ab3e-d614864709b6","species",497657,1939,"preservedspecimen","cas","Leptodactylus_podicipinus"
"425","leptodactylus ocellatus",-51.2,-30.03,NA,1,"11a4f3bf-11e2-4543-be7d-ef54ebecd1bf","species",10115,1965,"preservedspecimen","cm","Leptodactylus_ocellatus"
"426","leptodactylus gracilis",-46.51667,-23.66667,NA,NA,"166dba50-6d52-423b-877a-27096e77319f","species",5115,1962,"preservedspecimen","cas","Leptodactylus_gracilis"
"427","adenomera andreae",-52.05,0.98333,NA,1,"4f16f049-68d8-49a3-ad78-3c02e727d3c0","species",25865,1968,"preservedspecimen","lacm","Adenomera_andreae"
"428","leptodactylus fuscus",-61.2038,1.55,NA,NA,"73a6a0a7-2d08-4846-b208-4f9f8cc07edc","species",6397,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"429","leptodactylus ocellatus",-58.44693056,-3.144305556,NA,NA,"5bda8174-06ee-486f-9fa0-8534e7f14f25","species",NA,1911,"preservedspecimen","cas","Leptodactylus_ocellatus"
"430","adenomera marmorata steindachner, 1867",-49.23333,-26.43333,NA,1,"08316d12-86f7-4da5-8862-a3708d9f8b80","species",53865,1933,"preservedspecimen","mcz","Adenomera_marmorata"
"431","adenomera marmorata",-43.289517,-22.947917,NA,4,"03c4ef46-c98e-4e5e-9f18-f31de507eb79","species",5847,1940,"preservedspecimen","ummz","Adenomera_marmorata"
"432","adenomera hylaedactyla",-69.913333,-4.229444,NA,NA,"d534b6fa-e44c-4b26-9cd0-b85ddf3d21b1","species",NA,2016,"preservedspecimen","unicamp","Adenomera_hylaedactyla"
"433","leptodactylus troglodytes",-45.010861,-12.139056,NA,NA,"d0959e4e-04ba-4cc3-8ea3-c7871b89e8e0","species",NA,2019,"preservedspecimen","unicamp","Leptodactylus_troglodytes"
"434","leptodactylus petersii",-52.38,-3.65,NA,1,"69995500-69c4-47a1-9772-a9343c5cf431","species",NA,1986,"preservedspecimen","usnm","Leptodactylus_petersii"
"435","leptodactylus knudseni",-55.9833,-4.28333,NA,1,"753fd3ed-abed-4cad-be21-c6985c982d81","species",4865,1979,"preservedspecimen","usnm","Leptodactylus_knudseni"
"436","adenomera hylaedactyla",-56.25,-4.62,NA,1,"984a62b3-95d5-4908-a6ab-bb088e3bd816","species",NA,1981,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"437","leptodactylus ocellatus",-44.9333,-17.35,NA,1,"80fbeb05-17b8-4732-8b68-41fa674027bc","species",4115,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"438","leptodactylus podicipinus",-57.45,-19.6167,NA,1,"c64ab1f2-1e69-4ccd-a877-bb3756995062","species",5365,1941,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"439","adenomera marmorata",-48.9333,-26.2,NA,1,"93da8d16-bab7-46f6-b80b-c32102e535fc","species",6115,1978,"preservedspecimen","usnm","Adenomera_marmorata"
"440","leptodactylus ocellatus",-49.25,-25.4167,NA,1,"7ee28784-1936-4992-80b3-78183e96ad20","species",11990,1963,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"441","adenomera marmorata",-45.83,-23.63,NA,1,"35253858-bd56-4fc9-810a-22539f1e77ae","species",NA,1975,"preservedspecimen","usnm","Adenomera_marmorata"
"442","leptodactylus podicipinus",-56.6944,-20.1319,NA,1,"58df638d-54cb-4db6-93b8-132a54aee58c","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"443","leptodactylus cunicularius",-43.65,-19,NA,4,"32ef2a96-4246-4815-b4a0-10d7a4039c48","species",22615,1980,"preservedspecimen","usnm","Leptodactylus_cunicularius"
"444","leptodactylus podicipinus",-56.6944,-20.1319,NA,1,"09a0d80b-5d59-41a3-95b6-5ba03d60286e","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"445","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"cc493434-3c00-4f7b-a81a-bea38647079a","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"446","leptodactylus podicipinus",-52.35,-14.6667,NA,1,"5ce7d6bc-ea50-4e3c-a7cd-0d9a7db69c24","species",367615,NA,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"447","physalaemus fuscomaculatus",-44.9333,-17.35,NA,1,"38aad7b9-eb21-4d58-a3df-b953d6f60ee5","species",4115,NA,"preservedspecimen","usnm","Physalaemus_fuscomaculatus"
"448","adenomera andreae",-59.58,-4.42,NA,1,"bcb1e36a-e7f7-4303-9399-49e9f23ad6ef","species",NA,1975,"preservedspecimen","usnm","Adenomera_andreae"
"449","leptodactylus fuscus",-62.88,-7.07,NA,1,"47b56ecb-eb7b-4a72-9464-b40698ff1fbe","species",NA,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"450","leptodactylus longirostris",-55.9833,-4.28333,NA,1,"898723fb-3a2c-4728-8212-a1b37762f9c5","species",4865,1981,"preservedspecimen","usnm","Leptodactylus_longirostris"
"451","leptodactylus fuscus",-56.8,-17.3333,NA,1,"177f5841-dec5-4dfd-b74c-89b5a0b1e67c","species",10115,1985,"preservedspecimen","usnm","Leptodactylus_fuscus"
"452","leptodactylus chaquensis",-56.6944,-20.1319,NA,1,"fe600cc8-ffa2-4706-a569-58b1482ad0bf","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_chaquensis"
"453","leptodactylus natalensis",-37.0667,-10.7833,NA,1,"6c5ec90d-d8ed-4325-be1e-a4c72ac216b8","species",6115,1978,"preservedspecimen","usnm","Leptodactylus_natalensis"
"454","leptodactylus mystacinus",-47.7,-21.6,NA,1,"1fa50de9-fd04-4630-9ef2-e8d406f109ed","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_mystacinus"
"455","leptodactylus ocellatus ""group""",-37.42,-11.42,NA,1,"32a75c81-47a3-46cb-9d57-e11cadef8d7b","species",NA,1999,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"456","leptodactylus bolivianus",-67.4,-8.75,NA,1,"ea5ab5fd-2e22-4e27-bdc6-e62cb83fa1b6","species",NA,1974,"preservedspecimen","usnm","Leptodactylus_bolivianus"
"457","adenomera hylaedactyla",-62.57,-10.67,NA,1,"3f41621b-f151-4dad-9968-6f9f31938f47","species",NA,1984,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"458","adenomera marmorata",-48.9742,-25.4,NA,1,"d31c4028-f11b-43f9-b81b-088921747ba4","species",15035,1978,"preservedspecimen","usnm","Adenomera_marmorata"
"459","leptodactylus vastus",-38.67,-3.88,NA,1,"f6ba6575-280c-4e4b-a9e4-0af0e024015d","species",8865,NA,"preservedspecimen","usnm","Leptodactylus_vastus"
"460","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"6d0ccec4-0193-4a13-bb24-a38cbc8ace8f","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"461","leptodactylus knudseni",-56.6708,-1.1886,NA,1,"f02dffe0-eafe-4c78-b4dd-3a750fe17cfd","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_knudseni"
"462","adenomera marmorata",-48.93,-26.2,NA,1,"b9009b6d-f01d-4c76-84bd-43f8cf4b08e7","species",6115,1978,"preservedspecimen","usnm","Adenomera_marmorata"
"463","leptodactylus bufonius",-56.6944,-20.1319,NA,1,"480c58b2-0ae0-4756-98ab-4c9983ef563b","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_bufonius"
"464","leptodactylus fuscus",-63.13,-9.72,NA,1,"718cdbb7-3188-4fc2-8592-80e2fed3a65b","species",17615,1975,"preservedspecimen","usnm","Leptodactylus_fuscus"
"465","leptodactylus leptodactyloides (andersson, 1945)",-62.08333,-3.83333,NA,1,"c22bceb3-a81d-4e6e-9887-7cdf6c641980","species",6365,1973,"preservedspecimen","mcz","Leptodactylus_leptodactyloides"
"466","adenomera bokermanni",-43.964196,-19.901739,NA,2,"9e59bb02-5778-4d49-bfb6-9987bb4e7657","species",39127,1941,"preservedspecimen","ummz","Adenomera_bokermanni"
"467","paratelmatobius lutzii",-44.6333,-22.3833,NA,1,"f4f0912e-10c7-4273-b850-6770b22364ee","species",5615,1964,"preservedspecimen","lacm","Paratelmatobius_lutzii"
"468","leptodactylus fuscus",-61.17684,1.55,NA,NA,"ebae8042-c8c8-49c6-8e7e-6698f6292ba4","species",8621,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"469","elosia nasus (lichtenstein, 1823)",-42.53333,-22.26667,NA,1,"fe8aa042-23fa-4b8c-acfe-d31d24279355","",7615,1898,"preservedspecimen","mcz","Elosia_nasus"
"470","paratelmatobius gaigeae",-45.73,-22.85,NA,1,"548b6823-471a-400f-8ae7-2e10ccdcd609","species",NA,1953,"preservedspecimen","cm","Paratelmatobius_gaigeae"
"471","leptodactylus fuscus",-60.63996,2.84353,NA,NA,"752c9a85-21a5-4391-903c-c32b47555637","species",6765,1993,"preservedspecimen","omnh","Leptodactylus_fuscus"
"472","leptodactylus pustulatus",-50.937,-14.1826,NA,NA,"91532b46-e946-4d7c-8e4e-3f2116c5bb70","species",497657,1939,"preservedspecimen","cas","Leptodactylus_pustulatus"
"473","physalaemus fuscomaculatus",-44.93333,-17.35,NA,NA,"8bfea037-77af-43c4-83b5-749f49daeca8","species",4115,1942,"preservedspecimen","cas","Physalaemus_fuscomaculatus"
"474","leptodactylus ocellatus",-41.208669,-20.643012,NA,1,"0c2b4ab2-255b-49cb-b430-7029d71981ea","species",3036,1961,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"475","adenomera andreae",-48.45637,-1.45,NA,NA,"6d9e6c85-3c8a-4e2c-8e8d-b787e01b66b3","species",NA,1970,"preservedspecimen","ku","Adenomera_andreae"
"476","physalaemus fuscomaculatus",-46.724075,-23.56346,NA,1,"6a2ed8f5-0dbc-4b15-889d-de0954cdbd74","species",3036,1961,"preservedspecimen","ummz","Physalaemus_fuscomaculatus"
"477","adenomera hylaedactyla",-57.882778,-21.698889,NA,1,"6b0b1057-a64d-419e-b7c2-0550def32b1d","species",3036,1922,"preservedspecimen","ummz","Adenomera_hylaedactyla"
"478","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"5ca091d7-a0e1-481d-88ba-568f55343b96","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"479","leptodactylus marmoratus",-45.85,-23.53333,NA,1,"62447a5c-2773-427e-9267-907fda22bf2e","species",4915,1949,"preservedspecimen","mcz","Leptodactylus_marmoratus"
"480","leptodactylus ocellatus",-35.18593333,-6.114327778,NA,NA,"0027b0e5-18b8-4055-8b62-8895f8d3fa53","species",NA,1911,"preservedspecimen","cas","Leptodactylus_ocellatus"
"481","leptodactylus savagei",-59.79138,-3.11333,NA,NA,"248f4876-b0c2-484c-8881-ad30f6769991","species",NA,1970,"preservedspecimen","ku","Leptodactylus_savagei"
"482","adenomera andreae",-61.57,-11.15,NA,1,"2c19f329-ccdf-4435-a748-c8947926ffc0","species",NA,1984,"preservedspecimen","usnm","Adenomera_andreae"
"483","adenomera andreae",-55.9833,-4.28333,NA,1,"e451e4d0-012e-40bf-b14e-3804c99b409e","species",4865,1979,"preservedspecimen","usnm","Adenomera_andreae"
"484","leptodactylus rhodomystax",-61.1167,-13.4167,NA,1,"1fd3d838-c8e7-48ed-b68a-0cba48a41a0a","species",32615,1985,"preservedspecimen","usnm","Leptodactylus_rhodomystax"
"485","leptodactylus discodactylus",-66.23,-3.28,NA,1,"5f2c2805-2fd1-45d9-bf7b-6da823d3dcea","species",NA,1992,"preservedspecimen","usnm","Leptodactylus_discodactylus"
"486","leptodactylus petersii",-56.6708,-1.1886,NA,1,"f871fdd4-031a-43be-ab73-a04c6cb83541","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"487","adenomera marmorata",-45.83,-23.63,NA,4,"bf4ce33a-1f22-47cf-b692-aa1c010be05f","species",NA,1976,"preservedspecimen","usnm","Adenomera_marmorata"
"488","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"89e3c492-e4fc-429a-8a0c-ec4911f63a2a","species",NA,1987,"preservedspecimen","usnm","Leptodactylus_fuscus"
"489","leptodactylus notoaktites",-48.9693,-25.4,NA,1,"71f88120-53f4-4ea3-ae9f-47bf7a4aa590","species",14710,1978,"preservedspecimen","usnm","Leptodactylus_notoaktites"
"490","leptodactylus fuscus",-60.67,2.82,NA,1,"e10c1a6d-21ce-4adb-89b1-8c177aca7dde","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"491","adenomera hylaedactyla",-63.45,-9.62,NA,1,"6b36d234-0812-41d0-91d7-944224c22baf","species",NA,1984,"preservedspecimen","usnm","Adenomera_hylaedactyla"
"492","leptodactylus podicipinus",-56.6944,-20.1319,NA,1,"4d5ff11a-87aa-477e-8575-3007d6762422","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_podicipinus"
"493","leptodactylus petersii",-56.6708,-1.1886,NA,1,"3f8a4007-5b83-4cc8-b83a-6ab3979960fb","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"494","leptodactylus bolivianus",-63.4833,-8.45,NA,1,"55952836-2e9e-4bcb-acd4-970bfcd5e5a8","species",17615,1975,"preservedspecimen","usnm","Leptodactylus_bolivianus"
"495","leptodactylus ocellatus",-48.7667,-27.6833,NA,1,"626b900c-6fc3-4d21-bfb8-95309106f087","species",27615,1979,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"496","adenomera marmorata",-43.35,-22.9167,NA,1,"cbcc8471-f287-4e3e-8825-27276f5a6635","species",8115,NA,"preservedspecimen","usnm","Adenomera_marmorata"
"497","adenomera bokermanni",-42.98,-22.43,NA,1,"7f9499a8-edca-4fcb-a9d2-c6897e10f980","species",6915,1935,"preservedspecimen","usnm","Adenomera_bokermanni"
"498","leptodactylus ocellatus",-58.4667,-15.85,NA,1,"cd5f930b-f085-413e-88db-858038b9ab03","species",38240,1984,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"499","leptodactylus fuscus",-56.6944,-20.1319,NA,1,"58b79046-c9ff-41e5-8e61-19280197a19a","species",NA,1988,"preservedspecimen","usnm","Leptodactylus_fuscus"
"500","adenomera andreae",-64.6,-7.08,NA,1,"510638cb-d611-4aad-8221-6a07d38b74a8","species",NA,1974,"preservedspecimen","usnm","Adenomera_andreae"
"501","physalaemus fuscomaculatus",-44.5778,-17.8889,NA,1,"e7fc9ea4-24f9-4563-a6cb-efd83c6a9dae","species",NA,1935,"preservedspecimen","usnm","Physalaemus_fuscomaculatus"
"502","adenomera andreae",-56.6708,-1.1886,NA,1,"752ea93a-6b08-451e-9ec0-fa3bb363c58f","species",30740,1979,"preservedspecimen","usnm","Adenomera_andreae"
"503","adenomera marmorata",-48.9333,-26.2,NA,1,"ca9a280e-a2d3-4c99-8988-5d10824ed6f0","species",6115,1978,"preservedspecimen","usnm","Adenomera_marmorata"
"504","leptodactylus petersii",-55.9833,-4.28333,NA,1,"af25198c-506a-44f9-a7c5-fe25957fb754","species",4865,1979,"preservedspecimen","usnm","Leptodactylus_petersii"
"505","paratelmatobius gaigeae",-54.83,-23.63,NA,1,"701d610d-7e79-4009-89f4-bca39389109c","species",NA,1984,"preservedspecimen","usnm","Paratelmatobius_gaigeae"
"506","leptodactylus ocellatus",-42.0667,-9.68333,NA,1,"e05b261d-0497-4076-9c07-3ef2e2aeb13e","species",10115,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"507","leptodactylus petersii",-52.38,-3.65,NA,1,"5d431051-9d2c-4686-ab2e-c59fd65ba817","species",NA,1986,"preservedspecimen","usnm","Leptodactylus_petersii"
"508","leptodactylus knudseni",-56.6708,-1.1886,NA,1,"1287b86c-ac38-44ef-a81d-65d8a57a1837","species",30740,1979,"preservedspecimen","usnm","Leptodactylus_knudseni"
"509","leptodactylus ocellatus",-44.5667,-17.9,NA,1,"28c30642-e9cf-46bc-bb52-5027886a750e","species",19490,NA,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"510","adenomera andreae",-55.9833,-4.28333,NA,1,"b85788c8-9e99-4ad7-9bc4-d331a1952b17","species",4865,1979,"preservedspecimen","usnm","Adenomera_andreae"
"511","leptodactylus ocellatus",-48.7667,-27.6833,NA,1,"3493aed1-c792-4cde-baac-618ea78dec54","species",27615,1979,"preservedspecimen","usnm","Leptodactylus_ocellatus"
"512","leptodactylus bolivianus",-67.4,-8.75,NA,1,"92a5c7bf-9007-4f7c-88da-2213cd2a6e08","species",NA,1974,"preservedspecimen","usnm","Leptodactylus_bolivianus"
"513","leptodactylus bolivianus",-67.4,-8.75,NA,1,"bea4785b-9167-4d88-a39b-b4021fcea9b4","species",NA,1974,"preservedspecimen","usnm","Leptodactylus_bolivianus"
"514","leptodactylus longirostris",-55.9833,-4.28333,NA,1,"3ae8f307-ec2c-4ea6-b107-204458878ae1","species",4865,1981,"preservedspecimen","usnm","Leptodactylus_longirostris"
"515","leptodactylus labyrinthicus",-47.8,-21.1667,NA,1,"688f5d64-7866-4054-97a0-1b884fdb26f0","species",12115,1935,"preservedspecimen","usnm","Leptodactylus_labyrinthicus"
"516","leptodactylus latrans",-48.45637,-1.45,NA,NA,"bfc1807e-af2e-4e45-83f3-9c13ad871f29","species",NA,1970,"preservedspecimen","ku","Leptodactylus_latrans"
"517","leptodactylus ocellatus",-57.65,-19.016667,NA,1,"b898dda7-6c29-4ddf-8306-1e0f48ad2f31","species",3036,1941,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"518","leptodactylus mystacinus (burmeister, 1861)",-51.03333,-30.08333,NA,1,"a387222d-a11b-48f6-9df5-5b20221526eb","species",15115,1959,"preservedspecimen","mcz","Leptodactylus_mystacinus"
"519","adenomera andreae",-59.7333,-3.0833,NA,1,"ca9eee6e-4e1c-47c5-a0f1-9dd2afd8bbca","species",21365,1968,"preservedspecimen","lacm","Adenomera_andreae"
"520","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"940713ba-c195-40a6-b216-6092ad97ca1f","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"521","leptodactylus ocellatus",-38.52578333,-3.728175,NA,NA,"9d4a1ff9-cbf2-4584-98e7-bf06c2796dbf","species",NA,1911,"preservedspecimen","cas","Leptodactylus_ocellatus"
"522","leptodactylus ocellatus (linnaeus, 1758)",-63.18339,-4.10944,NA,1,"a072464c-f63f-49f0-a228-99af1bf00850","species",18365,1973,"preservedspecimen","mcz","Leptodactylus_ocellatus"
"523","leptodactylus furnarius",-50.13333,-29.96667,NA,NA,"dd5248da-ddb1-424e-9b43-bbf7f2d3cdc0","species",NA,1964,"preservedspecimen","ku","Leptodactylus_furnarius"
"524","leptodactylus ocellatus",-43.416667,-13.25,NA,1,"ecce5823-9af5-4207-bf77-ce354afc165c","species",5865,1942,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"525","adenomera andreae",-52.05,0.98333,NA,1,"ef35da75-6042-49fb-9f05-92bd7a6f9419","species",25865,1968,"preservedspecimen","lacm","Adenomera_andreae"
"526","leptodactylus ocellatus",-56.516667,-20.2,NA,NA,"f9fce51d-a505-4f5f-98d7-bf622ee75e20","species",5607,1941,"preservedspecimen","ummz","Leptodactylus_ocellatus"
"527","leptodactylus pustulatus (peters, 1870)",-52.35,-14.66667,NA,1,"b36ceacc-0514-47ce-9130-011287abd988","species",367615,1949,"preservedspecimen","mcz","Leptodactylus_pustulatus"
"528","leptodactylus pentadactylus",-43.942736,-19.973044,NA,1,"b3e69a0d-fcc9-46e6-bd48-9049e503ca4e","species",181,1941,"preservedspecimen","ummz","Leptodactylus_pentadactylus"
